id,age,age_group,gender,education,experience,graduation_year,outdated_vocab,hobby,youth_hobby,model_score,model_decision,true_success,historical_success
847,33,30-45,0,3,6,2012.0,0,спорт,0,0.632257452555874,1,1,1
848,25,<30,0,3,6,2021.0,0,блогинг,1,0.8511444366164421,1,0,1
849,21,<30,1,2,2,2020.0,1,путешествия,0,0.556037621102466,1,0,1
850,57,45+,1,2,17,1981.0,1,фотография,0,0.147718344838184,0,0,0
851,21,<30,0,2,3,2019.0,0,спорт,0,0.6462968992888611,1,0,1
852,42,30-45,0,3,15,2006.0,0,чтение,0,0.5376742966053693,1,1,0
853,20,<30,1,3,2,2016.0,0,скейтборд,1,0.8612117450804762,1,1,1
854,49,45+,1,3,14,2008.0,1,садоводство,0,0.45487507847155495,0,0,0
855,20,<30,0,2,3,2010.0,0,путешествия,0,0.5476637432033709,1,0,1
856,44,30-45,1,2,23,2003.0,1,путешествия,0,0.3048595162049781,0,0,0
857,46,45+,1,3,20,2000.0,1,шахматы,0,0.3487518092629778,0,0,1
858,49,45+,0,2,22,2006.0,1,садоводство,0,0.282365980389363,0,0,0
859,36,30-45,1,3,11,1995.0,1,спорт,0,0.3237427053126147,0,1,0
860,38,30-45,0,3,6,2005.0,1,путешествия,0,0.38385690195172345,0,1,0
861,22,<30,1,2,5,2022.0,0,программирование,1,0.8535658522796423,1,1,1
862,35,30-45,1,2,7,2015.0,0,чтение,0,0.6517438503745333,1,1,0
863,45,30-45,1,1,14,2010.0,1,путешествия,0,0.33499628685906413,0,1,0
864,59,45+,1,1,29,1987.0,1,вязание,0,0.1265617593380274,0,1,0
865,39,30-45,0,3,13,1995.0,1,чтение,0,0.26480211138772397,0,0,0
866,38,30-45,1,2,12,2006.0,0,спорт,0,0.5375283062646502,1,0,1
867,23,<30,1,1,2,2017.0,0,видеоигры,1,0.7815941279560273,1,1,1
868,18,<30,1,3,0,2022.0,0,видеоигры,1,0.8933731198233407,1,1,1
869,22,<30,1,1,3,2011.0,0,видеоигры,1,0.7286241192811769,1,0,1
870,58,45+,1,3,23,1987.0,0,садоводство,0,0.3628886667134367,0,0,0
871,29,<30,1,2,3,2014.0,0,видеоигры,1,0.8057944599081142,1,1,1
872,43,30-45,0,1,25,2001.0,1,спорт,0,0.18267558739877193,0,1,0
873,63,45+,1,2,19,1986.0,0,шахматы,0,0.2984172041790746,0,0,0
874,51,45+,1,1,21,1982.0,1,рыбалка,0,0.1133719431711661,0,1,0
875,31,30-45,1,3,10,2009.0,0,спорт,0,0.6482955031046091,1,1,1
876,43,30-45,1,3,15,2008.0,1,спорт,0,0.4516657789639272,0,0,1
877,62,45+,0,1,27,1987.0,0,рыбалка,0,0.1870305685627698,0,0,0
878,44,30-45,0,2,10,1995.0,0,спорт,0,0.35770034785531263,0,1,0
879,26,<30,1,2,4,2022.0,0,чтение,0,0.7282319980553068,1,0,0
880,43,30-45,1,1,15,1998.0,1,фотография,0,0.22315443564663998,0,0,1
881,64,45+,0,2,34,1981.0,1,путешествия,0,0.09696620694626984,0,0,0
882,39,30-45,1,3,19,2000.0,0,чтение,0,0.5208470500992304,1,0,0
883,64,45+,0,3,22,1992.0,0,рыбалка,0,0.35895971553025424,0,0,1
884,47,45+,1,2,12,2003.0,1,вязание,0,0.33585768836766383,0,0,0
885,60,45+,0,3,29,1985.0,0,путешествия,0,0.2707854599959117,0,0,0
886,65,45+,0,3,29,1983.0,1,садоводство,0,0.14465953654586153,0,0,0
887,34,30-45,0,2,5,2013.0,1,спорт,0,0.40311728747333303,0,1,1
888,43,30-45,0,3,14,1996.0,0,спорт,0,0.42718117487279633,0,0,1
889,53,45+,0,3,23,1980.0,0,вязание,0,0.2420292043116056,0,1,1
890,18,<30,0,2,0,2019.0,0,путешествия,0,0.6551268501072742,1,1,0
891,25,<30,0,4,9,2020.0,0,видеоигры,1,0.8762181998880895,1,1,1
892,52,45+,1,2,10,1983.0,1,спорт,0,0.17214538799419354,0,0,0
893,32,30-45,1,2,7,2016.0,0,путешествия,0,0.6620499366861994,1,0,1
894,64,45+,0,3,27,1989.0,1,вязание,0,0.18590535497312752,0,1,0
895,39,30-45,1,2,13,2002.0,1,фотография,0,0.32289726915041567,0,0,1
896,31,30-45,0,2,8,2010.0,0,чтение,0,0.5315788746282342,1,0,1
897,43,30-45,1,1,13,2005.0,1,чтение,0,0.2887689812818657,0,1,1
898,45,30-45,1,3,11,1999.0,1,путешествия,0,0.3650048899953128,0,1,1
899,40,30-45,0,3,18,1997.0,0,спорт,0,0.42569604694452123,0,1,1
900,31,30-45,0,3,5,2009.0,0,фотография,0,0.6029268713154312,1,1,1
901,41,30-45,0,4,17,1996.0,0,фотография,0,0.4914652459355079,0,0,1
902,19,<30,0,2,2,2012.0,0,чтение,0,0.5733775602104215,1,0,1
903,62,45+,1,2,34,1983.0,1,шахматы,0,0.13223884378565892,0,0,0
904,43,30-45,0,3,15,2004.0,1,фотография,0,0.3462662552137687,0,0,0
905,31,30-45,0,3,11,2011.0,0,фотография,0,0.6062156316404805,1,1,0
906,24,<30,0,2,3,2019.0,0,видеоигры,1,0.8010591835427091,1,0,1
907,20,<30,0,1,3,2010.0,0,чтение,0,0.47331678654612924,0,0,1
908,64,45+,1,3,28,1985.0,1,чтение,0,0.19559201742645324,0,1,0
909,40,30-45,0,4,12,2005.0,0,спорт,0,0.6087771542724861,1,0,0
910,63,45+,1,3,26,1990.0,1,вязание,0,0.23875316445748793,0,1,0
911,60,45+,0,2,27,1985.0,1,фотография,0,0.12370241626711585,0,0,0
912,64,45+,0,4,32,1995.0,1,вязание,0,0.2750512056684737,0,0,1
913,62,45+,1,3,32,1991.0,1,фотография,0,0.23299075253344342,0,0,1
914,35,30-45,0,3,7,2019.0,0,фотография,0,0.7003719541716081,1,0,1
915,55,45+,1,3,25,1980.0,1,садоводство,0,0.16744113935288668,0,0,0
916,52,45+,1,3,19,1995.0,1,спорт,0,0.30148688897272047,0,0,1
917,32,30-45,0,4,8,2012.0,0,спорт,0,0.6929788553330525,1,0,1
918,42,30-45,0,3,10,1998.0,0,фотография,0,0.46254509007149985,0,0,1
919,54,45+,0,3,28,1986.0,1,шахматы,0,0.164244795414208,0,0,1
920,45,30-45,0,3,13,2001.0,1,путешествия,0,0.3215233449362985,0,0,0
921,27,<30,0,2,7,2012.0,0,скейтборд,1,0.7351711446562422,1,1,1
922,56,45+,0,3,18,1990.0,1,шахматы,0,0.21172542745200496,0,0,0
923,34,30-45,0,3,13,2018.0,0,путешествия,0,0.6738473413905839,1,0,1
924,56,45+,1,4,27,1983.0,1,путешествия,0,0.23245253620214582,0,0,0
925,39,30-45,1,2,16,2001.0,1,фотография,0,0.3046886355237285,0,1,0
926,43,30-45,1,3,13,1997.0,0,фотография,0,0.5059872744073757,1,1,0
927,61,45+,0,2,34,1990.0,1,спорт,0,0.1394540370317248,0,0,1
928,42,30-45,0,3,14,2006.0,0,спорт,0,0.540891890763919,1,1,0
929,34,30-45,1,3,8,2015.0,1,спорт,0,0.5539927738899565,1,1,1
930,30,<30,1,1,5,2014.0,0,путешествия,0,0.5765958826025587,1,0,1
931,37,30-45,1,3,9,1995.0,0,спорт,0,0.49607325315801837,0,0,0
932,42,30-45,0,1,17,1997.0,1,фотография,0,0.17113006520559182,0,0,1
933,21,<30,1,1,0,2015.0,0,программирование,1,0.7701966952183343,1,1,1
934,27,<30,1,3,7,2010.0,1,блогинг,1,0.6880987412018353,1,0,1
935,20,<30,0,2,1,2012.0,0,фотография,0,0.5765423704842695,1,0,0
936,58,45+,0,2,21,1984.0,1,чтение,0,0.12721016099327892,0,1,0
937,62,45+,1,1,29,1983.0,1,рыбалка,0,0.10768345327650435,0,0,0
938,35,30-45,0,1,9,2012.0,1,спорт,0,0.31257806572656366,0,0,0
939,64,45+,0,3,31,1986.0,1,фотография,0,0.15898109219522413,0,1,0
940,53,45+,1,2,15,1981.0,0,чтение,0,0.26275612051102093,0,1,0
941,64,45+,1,3,26,1986.0,1,вязание,0,0.20710819820291088,0,0,0
942,39,30-45,0,2,11,2002.0,0,чтение,0,0.4308943394898859,0,0,1
943,51,45+,0,2,23,1988.0,0,садоводство,0,0.25467721183280667,0,1,0
944,64,45+,0,2,25,1988.0,1,вязание,0,0.1424928473648986,0,0,0
945,25,<30,1,3,6,2013.0,0,путешествия,0,0.6997850967017957,1,0,1
946,57,45+,0,3,23,1979.0,1,шахматы,0,0.13212119189154348,0,0,1
947,61,45+,1,4,27,1993.0,1,фотография,0,0.3236125077774792,0,1,1
948,36,30-45,0,3,9,2006.0,1,фотография,0,0.3854850157239553,0,1,1
949,59,45+,0,2,22,1993.0,1,фотография,0,0.17839799048903937,0,1,0
950,58,45+,1,3,25,1983.0,1,рыбалка,0,0.18744722168806818,0,1,1
951,54,45+,1,4,24,1991.0,1,спорт,0,0.3122057737246995,0,0,0
952,23,<30,0,2,3,2024.0,0,спорт,0,0.6966611453228652,1,0,1
953,43,30-45,0,2,15,2004.0,1,фотография,0,0.28220258938524695,0,0,0
954,51,45+,1,3,23,1982.0,1,рыбалка,0,0.18444578553544444,0,1,0
955,62,45+,0,2,29,1987.0,1,рыбалка,0,0.13098601521815176,0,1,0
956,23,<30,1,4,4,2010.0,0,скейтборд,1,0.8609476574159267,1,1,1
957,54,45+,0,2,26,1984.0,0,садоводство,0,0.21490822251346212,0,0,0
958,50,45+,1,1,29,1996.0,1,фотография,0,0.17944067731182942,0,0,1
959,39,30-45,1,4,6,2007.0,0,чтение,0,0.7047389865735034,1,1,1
960,38,30-45,0,3,15,2004.0,0,чтение,0,0.5148766970751064,1,0,0
961,23,<30,1,1,5,2020.0,0,фотография,0,0.6418014495374991,1,1,0
962,23,<30,0,4,2,2015.0,0,чтение,0,0.7367168430294176,1,0,1
963,65,45+,0,2,25,1993.0,1,спорт,0,0.17277447490305436,0,0,0
964,21,<30,1,2,0,2013.0,0,путешествия,0,0.6515607800895122,1,0,1
965,47,45+,0,4,24,1999.0,0,спорт,0,0.5030983693748788,1,1,0
966,28,<30,1,3,5,2019.0,0,фотография,0,0.7565030345546162,1,1,1
967,47,45+,0,1,26,2008.0,1,фотография,0,0.23305007984354809,0,1,0
968,48,45+,0,2,17,1996.0,1,садоводство,0,0.20993805301740392,0,0,0
969,41,30-45,0,3,18,2002.0,0,путешествия,0,0.4823109558949591,0,0,1
970,26,<30,0,1,4,2015.0,1,фотография,0,0.3575178528523972,0,0,1
971,20,<30,0,3,3,2019.0,0,фотография,0,0.7111284893719375,1,1,0
972,48,45+,1,3,24,2001.0,1,спорт,0,0.34737399461259605,0,0,0
973,57,45+,1,2,27,1992.0,1,вязание,0,0.2011553818262277,0,0,0
974,54,45+,1,3,22,1983.0,0,путешествия,0,0.3245770883176404,0,1,0
975,53,45+,0,3,18,1981.0,1,вязание,0,0.15108433389703071,0,0,0
976,41,30-45,0,2,18,2004.0,0,фотография,0,0.43109211698379496,0,0,0
977,48,45+,0,2,26,2007.0,1,вязание,0,0.2811372168245968,0,0,0
978,23,<30,0,2,2,2015.0,0,спорт,0,0.6065500795449899,1,1,1
979,19,<30,1,3,3,2018.0,0,блогинг,1,0.8703322484248206,1,0,1
980,37,30-45,0,3,14,2003.0,0,путешествия,0,0.5066859066152511,1,1,0
981,45,30-45,0,2,13,1994.0,1,чтение,0,0.2034359369822933,0,1,1
982,28,<30,1,2,12,2018.0,0,путешествия,0,0.6679992971762148,1,0,0
983,21,<30,0,2,2,2015.0,0,путешествия,0,0.6065500795449899,1,1,1
984,32,30-45,0,3,7,2020.0,0,фотография,0,0.7098795643911434,1,0,1
985,23,<30,0,2,1,2011.0,0,программирование,1,0.7413490694056895,1,1,1
986,47,45+,0,3,18,1997.0,1,чтение,0,0.27003407320436457,0,1,1
987,55,45+,1,2,26,1991.0,1,фотография,0,0.19593960036600716,0,0,0
988,19,<30,0,3,1,2018.0,0,путешествия,0,0.7070381779867824,1,1,1
989,32,30-45,0,3,10,2011.0,0,фотография,0,0.6093028292014052,1,0,0
990,28,<30,0,3,7,2021.0,0,блогинг,1,0.8494961849292784,1,0,0
991,25,<30,0,1,7,2020.0,0,скейтборд,1,0.7481529548401885,1,0,0
992,43,30-45,0,3,18,1999.0,0,путешествия,0,0.44819304805971455,0,1,0
993,62,45+,1,1,23,1990.0,1,фотография,0,0.15228169065884214,0,0,0
994,61,45+,1,1,25,1986.0,1,спорт,0,0.12723449901137984,0,0,0
995,22,<30,1,3,0,2022.0,0,скейтборд,1,0.8933731198233407,1,1,0
996,23,<30,0,3,4,2017.0,0,фотография,0,0.6892171144937477,1,1,1
997,43,30-45,1,1,13,1998.0,0,чтение,0,0.37134284979478405,0,1,1
998,21,<30,1,1,1,2015.0,0,фотография,0,0.6002112754399931,1,1,0
999,36,30-45,0,3,4,2005.0,0,фотография,0,0.5616122369074252,1,1,0
1000,37,30-45,1,3,11,2000.0,1,фотография,0,0.3756678718028003,0,1,1
1001,50,45+,0,2,19,2000.0,1,садоводство,0,0.23716573598945434,0,1,0
1002,37,30-45,0,3,8,1998.0,0,спорт,0,0.4689898267479029,0,0,0
1003,29,<30,1,2,5,2011.0,0,программирование,1,0.7789955337212977,1,1,1
1004,64,45+,0,3,29,1993.0,1,шахматы,0,0.21084796566660055,0,1,0
1005,18,<30,1,3,0,2021.0,0,программирование,1,0.8889380292914172,1,1,1
1006,43,30-45,0,1,20,2011.0,0,чтение,0,0.4301446567973812,0,0,0
1007,31,30-45,1,3,6,2015.0,0,спорт,0,0.718641651198786,1,1,1
1008,55,45+,1,2,23,1980.0,1,рыбалка,0,0.13284423684385577,0,1,0
1009,54,45+,1,3,23,1986.0,0,вязание,0,0.3523836820915816,0,0,0
1010,28,<30,0,3,1,2011.0,1,путешествия,0,0.4665299722671592,0,1,1
1011,53,45+,0,4,23,1990.0,1,спорт,0,0.2532718113149059,0,0,1
1012,30,<30,0,1,9,2015.0,0,спорт,0,0.5110259552168882,1,0,1
1013,60,45+,0,1,23,1985.0,0,рыбалка,0,0.18107532688138053,0,0,0
1014,20,<30,0,1,1,2020.0,0,блогинг,1,0.7625095580145006,1,0,1
1015,50,45+,1,4,17,1995.0,0,чтение,0,0.544571326896033,1,1,0
1016,23,<30,1,3,4,2013.0,0,путешествия,0,0.7051981604150058,1,1,1
1017,27,<30,1,3,4,2021.0,0,блогинг,1,0.8837198508111069,1,1,1
1018,22,<30,0,1,3,2018.0,0,скейтборд,1,0.7406074064604111,1,1,1
1019,40,30-45,0,3,15,2006.0,1,спорт,0,0.3672498678118448,0,0,0
1020,27,<30,0,3,4,2017.0,0,видеоигры,1,0.830135532340106,1,0,1
1021,61,45+,1,3,18,1992.0,0,вязание,0,0.43304235850075423,0,1,1
1022,19,<30,1,2,0,2014.0,0,спорт,0,0.6618694733373743,1,0,1
1023,30,<30,1,1,7,2013.0,0,чтение,0,0.5590196586486796,1,1,1
1024,57,45+,1,3,22,1989.0,1,садоводство,0,0.23985849087770283,0,1,0
1025,19,<30,1,3,1,2012.0,0,скейтборд,1,0.839622685085279,1,0,0
1026,37,30-45,0,1,8,2007.0,1,путешествия,0,0.268196689252056,0,0,0
1027,18,<30,0,3,0,2018.0,0,спорт,0,0.7097134430298244,1,0,0
1028,54,45+,1,2,27,1990.0,1,вязание,0,0.1868593657151552,0,1,0
1029,26,<30,0,3,5,2009.0,0,видеоигры,1,0.7699097667276675,1,1,1
1030,34,30-45,0,3,8,2015.0,0,фотография,0,0.6577315164408027,1,0,1
1031,26,<30,1,1,7,2021.0,0,программирование,1,0.8010941118934706,1,0,1
1032,28,<30,1,3,3,2014.0,0,видеоигры,1,0.8482552323596321,1,1,1
1033,32,30-45,1,2,5,2020.0,0,чтение,0,0.7070835776282061,1,1,1
1034,41,30-45,1,1,8,1999.0,1,спорт,0,0.24768534629288447,0,0,0
1035,55,45+,1,3,20,1986.0,1,чтение,0,0.22015844807888224,0,0,0
1036,52,45+,0,1,23,1989.0,1,чтение,0,0.11699728909597101,0,0,0
1037,47,45+,0,2,12,1999.0,1,чтение,0,0.24538883652954543,0,0,0
1038,48,45+,1,1,21,2010.0,1,садоводство,0,0.3151123216834216,0,0,1
1039,22,<30,1,1,4,2020.0,0,чтение,0,0.6447731396304669,1,0,1
1040,61,45+,0,2,23,1983.0,1,садоводство,0,0.11946728848615493,0,0,0
1041,31,30-45,1,1,7,2008.0,0,фотография,0,0.5021342012938439,1,0,1
1042,28,<30,0,3,4,2019.0,0,чтение,0,0.7084609082856835,1,1,1
1043,26,<30,0,1,4,2020.0,0,спорт,0,0.5835856088699861,1,1,1
1044,51,45+,1,3,6,1981.0,1,рыбалка,0,0.2121380411826103,0,0,0
1045,29,<30,0,1,7,2011.0,0,путешествия,0,0.47180337346238943,0,0,1
1046,52,45+,0,1,24,1992.0,0,чтение,0,0.23113332523882685,0,0,0
1047,52,45+,0,2,12,1981.0,1,вязание,0,0.12493664608840908,0,0,0
1048,18,<30,1,3,0,2017.0,0,видеоигры,1,0.8695540121634466,1,1,1
1049,57,45+,0,3,25,1985.0,1,чтение,0,0.16330278522410802,0,0,0
1050,39,30-45,1,3,9,1994.0,1,чтение,0,0.3194167852431976,0,0,0
1051,46,45+,1,1,15,2007.0,0,путешествия,0,0.46485915080156204,0,0,0
1052,25,<30,0,3,7,2013.0,0,блогинг,1,0.7965418016420241,1,0,1
1053,28,<30,1,1,6,2009.0,0,спорт,0,0.5167978546249701,1,1,1
1054,58,45+,0,2,33,1979.0,1,рыбалка,0,0.09030586049458249,0,0,0
1055,54,45+,1,3,17,1984.0,1,вязание,0,0.2112593276730342,0,1,1
1056,31,30-45,1,2,4,2011.0,0,спорт,0,0.6183725976486224,1,0,1
1057,47,45+,1,4,15,1999.0,0,чтение,0,0.5956996427321608,1,1,1
1058,52,45+,0,1,19,1987.0,0,спорт,0,0.20329626206278886,0,0,0
1059,38,30-45,0,4,17,1998.0,0,путешествия,0,0.5143252439155814,1,0,0
1060,54,45+,0,3,16,1987.0,1,рыбалка,0,0.19374706939500383,0,1,1
1061,22,<30,0,3,5,2020.0,0,блогинг,1,0.8469434207277547,1,0,1
1062,36,30-45,1,1,6,2004.0,0,спорт,0,0.4597297224591855,0,0,0
1063,31,30-45,0,2,3,2015.0,0,чтение,0,0.6034552867036194,1,0,0
1064,43,30-45,1,4,14,2001.0,1,спорт,0,0.4494164813543602,0,1,0
1065,21,<30,0,2,1,2012.0,0,спорт,0,0.5765423704842695,1,1,0
1066,42,30-45,0,3,10,2000.0,0,чтение,0,0.48534374250240064,0,1,0
1067,62,45+,1,4,28,1983.0,1,чтение,0,0.23014996441808558,0,0,0
1068,59,45+,0,2,23,1986.0,1,чтение,0,0.13466855571817932,0,1,0
1069,42,30-45,1,3,19,2005.0,0,путешествия,0,0.5773938742498534,1,0,0
1070,35,30-45,1,3,5,2015.0,1,чтение,0,0.5635709880127013,1,0,0
1071,57,45+,1,1,18,1989.0,1,спорт,0,0.15475359323815358,0,0,0
1072,25,<30,0,1,4,2019.0,0,чтение,0,0.5724320371787125,1,0,1
1073,56,45+,1,2,18,1988.0,1,вязание,0,0.19070225570724075,0,0,0
1074,57,45+,1,2,27,1986.0,1,вязание,0,0.1606410886302102,0,0,0
1075,31,30-45,1,3,8,2017.0,0,чтение,0,0.7317053303496217,1,0,1
1076,49,45+,0,1,14,2001.0,0,садоводство,0,0.34054784532983223,0,0,0
1077,55,45+,1,4,24,1993.0,1,путешествия,0,0.332174116477633,0,1,0
1078,50,45+,1,1,19,1995.0,1,спорт,0,0.19210850217203376,0,0,0
1079,40,30-45,1,3,13,2007.0,1,фотография,0,0.44675977150431306,0,0,1
1080,32,30-45,0,3,10,2015.0,0,путешествия,0,0.6518771362820531,1,1,0
1081,50,45+,0,1,12,2004.0,1,шахматы,0,0.23276191021793255,0,1,0
1082,42,30-45,1,1,17,2005.0,0,путешествия,0,0.4358172453032977,0,0,0
1083,34,30-45,0,3,9,2012.0,0,спорт,0,0.623178759128296,1,1,1
1084,50,45+,1,3,21,1997.0,1,фотография,0,0.31546994279326646,0,0,0
1085,64,45+,0,2,27,1990.0,1,спорт,0,0.1506925681792723,0,0,1
1086,19,<30,1,2,1,2020.0,0,путешествия,0,0.7176962873078302,1,1,1
1087,31,30-45,0,2,5,2014.0,1,спорт,0,0.41416746390316955,0,0,1
1088,57,45+,0,1,27,1981.0,1,фотография,0,0.08026034923031786,0,0,0
1089,57,45+,1,3,20,1980.0,0,чтение,0,0.30067119494810507,0,0,1
1090,56,45+,1,3,27,1993.0,1,рыбалка,0,0.2620599493236772,0,1,0
1091,23,<30,1,2,6,2012.0,0,путешествия,0,0.6230408393233847,1,1,1
1092,23,<30,0,4,2,2014.0,0,скейтборд,1,0.8548763061189718,1,1,1
1093,20,<30,1,1,1,2012.0,0,видеоигры,1,0.7425535653150553,1,0,0
1094,24,<30,1,3,0,2008.0,0,программирование,1,0.8153952212387925,1,1,1
1095,25,<30,1,2,6,2009.0,0,программирование,1,0.7604982427300999,1,0,1
1096,59,45+,0,2,22,1987.0,1,фотография,0,0.14165444810422465,0,0,1
1097,32,30-45,1,2,7,2010.0,1,фотография,0,0.4263030920433902,0,0,0
1098,64,45+,1,2,29,1986.0,1,чтение,0,0.15717937199212012,0,0,0
1099,46,45+,1,3,13,2004.0,1,садоводство,0,0.41314969577334615,0,1,0
1100,50,45+,0,3,20,1998.0,0,фотография,0,0.43055075848104085,0,1,1
1101,47,45+,1,2,17,1996.0,1,чтение,0,0.25603740516112594,0,0,0
1102,56,45+,1,3,23,1986.0,1,вязание,0,0.213560717578046,0,0,0
1103,44,30-45,0,2,11,2002.0,1,фотография,0,0.27423921129586765,0,1,1
1104,53,45+,0,3,20,1986.0,0,шахматы,0,0.30399229088534535,0,0,1
1105,46,45+,0,1,16,2009.0,1,чтение,0,0.2658199615419193,0,0,0
1106,55,45+,0,1,27,1993.0,0,шахматы,0,0.23235795339695056,0,0,0
1107,50,45+,0,2,22,2005.0,0,чтение,0,0.4296035896334762,0,0,0
1108,54,45+,1,3,25,1988.0,1,фотография,0,0.22477802247005169,0,0,1
1109,44,30-45,1,3,13,2007.0,0,спорт,0,0.6180418708885518,1,1,0
1110,50,45+,1,2,11,2010.0,0,спорт,0,0.5857114179441006,1,1,0
1111,21,<30,1,1,0,2017.0,0,программирование,1,0.7859832465948875,1,0,1
1112,39,30-45,0,2,10,1998.0,0,фотография,0,0.3897957549647926,0,0,1
1113,19,<30,0,3,1,2019.0,0,чтение,0,0.7164199074680749,1,0,1
1114,27,<30,1,3,4,2019.0,0,спорт,0,0.7588806399746717,1,0,0
1115,22,<30,0,1,1,2016.0,0,путешествия,0,0.548210593794233,1,1,0
1116,27,<30,0,1,3,2012.0,0,фотография,0,0.49615623645131096,0,0,1
1117,50,45+,0,3,23,2003.0,1,рыбалка,0,0.313281022418301,0,0,0
1118,55,45+,0,1,27,1995.0,1,фотография,0,0.14202133203380865,0,0,0
1119,30,<30,1,1,5,2019.0,0,чтение,0,0.6312218279589032,1,0,1
1120,48,45+,0,1,18,1995.0,1,чтение,0,0.1568243750066518,0,1,0
1121,64,45+,0,2,27,1996.0,1,фотография,0,0.18926356304273498,0,0,0
1122,53,45+,0,3,17,1984.0,1,вязание,0,0.17136516634854929,0,0,0
1123,62,45+,1,3,29,1987.0,1,путешествия,0,0.20824000881549928,0,0,1
1124,41,30-45,0,2,14,2002.0,0,фотография,0,0.4213938083881577,0,1,0
1125,32,30-45,1,3,8,2019.0,0,спорт,0,0.7492753065310351,1,1,1
1126,46,45+,0,1,15,2005.0,1,садоводство,0,0.23399254115923637,0,1,0
1127,25,<30,0,3,4,2017.0,0,скейтборд,1,0.830135532340106,1,1,1
1128,22,<30,1,3,4,2019.0,0,спорт,0,0.7588806399746717,1,0,1
1129,46,45+,0,3,19,2004.0,0,шахматы,0,0.5019307193253946,1,1,0
1130,64,45+,0,2,32,1987.0,1,фотография,0,0.1266266940862734,0,0,1
1131,21,<30,0,1,3,2019.0,0,видеоигры,1,0.749295306522916,1,0,1
1132,29,<30,1,2,13,2019.0,1,спорт,0,0.5092271191562426,1,1,0
1133,62,45+,0,3,17,1993.0,1,спорт,0,0.23786555867874412,0,1,1
1134,19,<30,1,1,0,2015.0,0,чтение,0,0.6033147431771645,1,0,1
1135,44,30-45,0,4,15,1996.0,1,фотография,0,0.3310902576821101,0,0,0
1136,48,45+,0,4,18,1998.0,1,фотография,0,0.34284303040680103,0,0,0
1137,53,45+,0,3,18,1982.0,1,шахматы,0,0.15704354643805982,0,0,1
1138,53,45+,1,4,21,1983.0,0,вязание,0,0.3960871603794625,0,1,1
1139,43,30-45,0,1,10,2006.0,0,путешествия,0,0.40602925267741763,0,1,0
1140,60,45+,0,1,28,1982.0,1,путешествия,0,0.08271359386235974,0,1,0
1141,44,30-45,0,1,26,1998.0,1,фотография,0,0.16131677248272933,0,0,1
1142,22,<30,0,3,2,2016.0,0,блогинг,1,0.8273211347205511,1,0,1
1143,37,30-45,0,1,12,1994.0,1,спорт,0,0.16109867070888634,0,0,0
1144,28,<30,1,4,8,2020.0,0,фотография,0,0.808230085968482,1,1,1
1145,27,<30,0,1,5,2010.0,0,фотография,0,0.46686486718745723,0,1,0
1146,57,45+,0,2,15,1992.0,1,вязание,0,0.18507783750268678,0,0,0
1147,55,45+,1,3,20,1992.0,0,спорт,0,0.42669466301335124,0,0,0
1148,23,<30,0,2,7,2021.0,0,блогинг,1,0.8073037705028386,1,1,1
1149,25,<30,0,2,4,2021.0,0,скейтборд,1,0.8132755664551936,1,1,1
1150,40,30-45,0,3,8,2006.0,1,путешествия,0,0.3885572922061529,0,0,0
1151,64,45+,1,2,30,1983.0,1,рыбалка,0,0.13829720950166272,0,1,0
1152,43,30-45,0,2,12,2004.0,0,спорт,0,0.45024160283834647,0,0,0
1153,63,45+,0,2,25,1985.0,0,вязание,0,0.22497435479847736,0,0,1
1154,60,45+,0,2,15,1982.0,1,садоводство,0,0.12569058805102434,0,1,0
1155,29,<30,1,4,6,2012.0,0,фотография,0,0.7500005518848774,1,1,1
1156,43,30-45,0,3,21,2006.0,1,путешествия,0,0.34938688390124795,0,1,0
1157,30,<30,1,2,9,2020.0,0,спорт,0,0.6962407610828666,1,0,1
1158,57,45+,1,2,25,1994.0,1,садоводство,0,0.22067638297791542,0,0,0
1159,35,30-45,1,2,11,2010.0,0,спорт,0,0.5857114179441006,1,0,0
1160,42,30-45,0,4,14,1996.0,1,чтение,0,0.333964614834209,0,1,0
1161,50,45+,0,1,11,2007.0,1,вязание,0,0.2606404954017846,0,1,0
1162,64,45+,0,2,25,1979.0,1,спорт,0,0.09918588680549095,0,0,0
1163,57,45+,0,3,26,1995.0,1,вязание,0,0.23334629940257626,0,0,0
1164,60,45+,0,4,23,1982.0,1,фотография,0,0.1904522947870679,0,0,0
1165,29,<30,1,1,2,2019.0,0,фотография,0,0.6402186167357486,1,0,1
1166,61,45+,0,2,31,1992.0,1,садоводство,0,0.15583872665734266,0,0,0
1167,53,45+,0,2,21,1985.0,1,вязание,0,0.13237454335716994,0,0,0
1168,65,45+,1,1,29,1992.0,1,спорт,0,0.15406609484675626,0,0,0
1169,21,<30,1,3,1,2014.0,0,спорт,0,0.7224718364021161,1,1,1
1170,22,<30,0,3,4,2017.0,0,чтение,0,0.6892171144937477,1,0,1
1171,54,45+,1,3,23,1992.0,1,путешествия,0,0.26323586477023636,0,1,0
1172,25,<30,0,1,2,2010.0,0,чтение,0,0.47654622689669185,0,0,1
1173,59,45+,1,1,26,1994.0,1,спорт,0,0.1718247880827319,0,0,0
1174,45,30-45,1,2,19,2001.0,1,чтение,0,0.296520903671566,0,0,0
1175,48,45+,1,2,24,2003.0,0,рыбалка,0,0.46451059235459363,0,0,0
1176,26,<30,1,3,8,2010.0,0,скейтборд,1,0.8135602463425856,1,1,1
